t,x,y
0.8252360820770264,960,540
0.9052698612213135,960,540
0.9463303089141846,960,540
0.994330644607544,960,540
1.041863203048706,960,540
1.085862398147583,960,540
1.1344029903411865,960,540
1.1873970031738281,960,540
1.227405309677124,960,540
1.2764408588409424,960,540
1.3295912742614746,960,540
1.3681116104125977,960,540
1.4141242504119873,960,540
1.4586503505706787,960,540
1.5215420722961426,960,540
1.56758451461792,960,540
1.6145942211151123,960,540
1.6641175746917725,960,540
1.7081122398376465,960,540
1.754974365234375,960,540
1.815981388092041,960,540
1.8673384189605713,960,540
1.908334732055664,960,540
1.9537878036499023,960,540
2.0067920684814453,960,540
2.0533173084259033,960,540
2.10731840133667,960,540
2.138779401779175,960,540
2.1707770824432373,960,540
2.198776960372925,960,540
2.2267887592315674,960,540
2.266491174697876,960,540
2.2964932918548584,960,540
2.328500270843506,960,540
2.375535249710083,960,540
2.406548023223877,960,540
2.440068006515503,960,540
2.4700684547424316,960,540
2.5170726776123047,960,540
2.5464377403259277,960,540
2.5749640464782715,960,540
2.610962152481079,960,540
2.641477346420288,960,540
2.6634788513183594,960,540
2.6954805850982666,958.7622171234939,541.4703898530837
2.7395200729370117,954.4283484486782,541.4703898530837
2.783517837524414,951.6216096483641,541.4703898530837
2.8135178089141846,949.8376313860838,541.4703898530837
2.8475680351257324,948.3465524538725,541.4703898530837
2.893617868423462,945.2611727079592,542.9483560073778
2.9401357173919678,942.1897939124021,542.9483560073778
2.9711406230926514,940.6449854957561,542.9483560073778
3.003166913986206,938.5856685546793,542.9483560073778
3.047325849533081,936.9579527422278,542.9483560073778
3.078314781188965,936.9579527422278,542.9483560073778
3.1072988510131836,936.9579527422278,542.9483560073778
3.1378209590911865,936.9579527422278,542.9483560073778
3.1708357334136963,936.9579527422278,542.9483560073778
3.20986270904541,936.9579527422278,542.9483560073778
3.24892258644104,935.4903290886141,542.9483560073778
3.285923957824707,935.4903290886141,542.9483560073778
3.3230698108673096,935.4903290886141,541.7100165975097
3.3619980812072754,935.4903290886141,541.7100165975097
3.4019713401794434,935.4903290886141,540.2577732708952
3.4385018348693848,935.4903290886141,538.9393707117374
3.476531982421875,935.4903290886141,538.9393707117374
3.51434063911438,935.4903290886141,538.9393707117374
3.555842876434326,928.4123087747015,536.8368333709866
3.5933620929718018,923.331176714516,530.5783826902255
3.6348860263824463,916.0012494098963,525.5537339012083
3.674586057662964,900.2765936740694,513.6993484024676
3.7116830348968506,883.6879801144281,497.53765732791305
3.7503819465637207,862.8569835619533,485.35118872661405
3.7881345748901367,840.2786349745658,470.868752703423
3.8362715244293213,818.3222184784506,456.99177117829316
3.9412829875946045,801.3570939899025,442.2947223217913
3.987283229827881,751.4125653210156,416.4622532442636
4.0309295654296875,712.3950495475722,400.0767694293361
4.0791051387786865,676.6913133457061,389.65437749930743
4.139231443405151,640.5769878609497,378.3559236940024
4.188408136367798,610.1380739489867,372.8841823602455
4.236008882522583,557.7683916409314,370.6986843215066
4.281843185424805,535.4008885227366,369.2526340132543
4.3324971199035645,521.0288974113323,369.2526340132543
4.375314474105835,518.3730843599295,369.2526340132543
4.419546127319336,518.3730843599295,369.2526340132543
4.47220253944397,531.0627598603085,369.2526340132543
4.517268657684326,552.3759089722612,369.2526340132543
4.563054084777832,611.9084666272879,383.80976093565107
4.609356164932251,663.4501019950192,399.0006179026075
4.657134294509888,710.3416547258553,421.2258583711597
4.703742265701294,754.5462787198298,446.2039963898796
4.751847743988037,784.2753368891646,473.63602437242093
4.80001163482666,806.619340293018,497.48125863305273
4.843304634094238,823.1784400758299,525.8051204403326
4.904872894287109,850.9380567825449,572.3546444317216
4.952450513839722,868.2129534236417,624.0309492433856
5.001262903213501,879.7641176115125,667.3425896640608
5.046351671218872,894.435241909491,691.6836199448264
5.096955299377441,905.1456089917735,716.1988558160838
5.154656410217285,925.5516395183411,730.4823156831625
5.204766511917114,946.9815200972796,772.1066040537532
5.263814449310303,968.8463626608614,805.456313774966
5.31141471862793,985.648694923401,830.8334912424552
5.372979164123535,994.777389979382,857.9676692928716
5.422565698623657,1012.563842590326,874.4118461558544
5.470722436904907,1019.1736789647656,883.3915129396975
5.5307676792144775,1025.1487485800606,895.6632097806943
5.578909397125244,1041.8936871737546,903.1143795364975
5.627040147781372,1045.2449874737667,918.0044759144384
5.686165809631348,1045.2449874737667,926.972431227295
5.734295606613159,1045.2449874737667,922.6246603647411
5.778814077377319,1060.3564444704316,917.7129345858137
5.843458414077759,1070.1868463678818,912.5629849189023
5.904633283615112,1080.9003380029558,909.3204909550495
5.9698381423950195,1089.2757205033026,902.4881388666681
6.028223991394043,1092.9384230202302,900.6945493602356
6.091660261154175,1103.0388108534273,895.0590035161648
6.139693021774292,1109.3485462765816,895.0590035161648
6.184227705001831,1122.91185790055,890.5435800233756
6.233762979507446,1147.8822930745762,885.4795834485299
6.28082275390625,1161.1257684948425,898.1120755972352
6.328857660293579,1183.5937564498843,905.8602819408982
6.373896360397339,1194.3390836814879,910.7692891186192
6.422894716262817,1217.384133461127,914.1018111165913
6.4658966064453125,1221.232089766955,916.2035093657619
6.515100955963135,1221.232089766955,916.2035093657619
6.560654401779175,1227.3857345154136,916.2035093657619
6.610175848007202,1230.599880261365,909.5229356226101
6.6521689891815186,1227.9023705671634,909.5229356226101
6.699397563934326,1240.6647621550364,900.723761844999
6.745909214019775,1247.415920386615,894.5302618413249
6.796445369720459,1257.335046361267,884.5462197460139
6.838991165161133,1255.819585404264,895.7502566493137
6.886532545089722,1262.4248091085478,905.0893825758869
6.936514616012573,1273.46567258303,910.5609068698519
6.983061790466309,1261.532719626196,927.6271686418249
7.024041652679443,1261.532719626196,927.6271686418249
7.072569370269775,1261.532719626196,927.6271686418249
7.114571809768677,1261.532719626196,927.6271686418249
7.148568630218506,1261.532719626196,927.6271686418249
7.1931023597717285,1261.532719626196,927.6271686418249
7.256386041641235,1261.532719626196,927.6271686418249
7.300769567489624,1261.532719626196,927.6271686418249
7.332777738571167,1261.532719626196,927.6271686418249
7.380385637283325,1261.532719626196,927.6271686418249
7.427232265472412,1261.532719626196,927.6271686418249
7.475760459899902,1261.532719626196,927.6271686418249
7.525765419006348,1261.532719626196,927.6271686418249
7.572813510894775,1261.532719626196,927.6271686418249
7.615813493728638,1261.532719626196,927.6271686418249
7.664841413497925,1261.532719626196,927.6271686418249
7.712354421615601,1261.532719626196,927.6271686418249
7.7574074268341064,1261.532719626196,927.6271686418249
7.808926105499268,1627.0958771664532,866.685703997487
7.864488124847412,1865.1872805456278,828.0912024155909
7.928004503250122,1920,781.2607209102242
7.991542339324951,1920,692.9037993654558
8.038528680801392,1920,655.9318158711399
8.086872100830078,1920,631.6946096758865
8.144434213638306,1920,599.6817858241477
8.191971063613892,1920,581.9403803592003
8.254482507705688,1920,587.6076597520621
8.30503249168396,1920,579.5801340453118
8.364573001861572,1920,591.0521445683136
8.427788734436035,1920,607.3387958970183
8.48872184753418,1905.1131563657038,650.6069655968828
8.54773211479187,1905.1131563657038,650.6069655968828
8.609768867492676,1905.1131563657038,650.6069655968828
8.660775899887085,1905.1131563657038,650.6069655968828
8.704297065734863,1905.1131563657038,650.6069655968828
8.748830318450928,1905.1131563657038,650.6069655968828
8.810911178588867,1905.1131563657038,650.6069655968828
8.857612133026123,1905.1131563657038,650.6069655968828
8.903188228607178,1905.1131563657038,650.6069655968828
8.957390069961548,1905.1131563657038,650.6069655968828
9.00091028213501,1905.1131563657038,650.6069655968828
9.046911478042603,1905.1131563657038,650.6069655968828
9.090548753738403,1905.1131563657038,650.6069655968828
9.139545679092407,1905.1131563657038,650.6069655968828
9.200166702270508,1905.1131563657038,650.6069655968828
9.245781183242798,1905.1131563657038,650.6069655968828
9.295036792755127,1905.1131563657038,650.6069655968828
9.339596271514893,1905.1131563657038,650.6069655968828
9.389285326004028,1905.1131563657038,650.6069655968828
9.43528962135315,1905.1131563657038,650.6069655968828
9.481891870498657,1905.1131563657038,650.6069655968828
9.526893377304077,1905.1131563657038,650.6069655968828
9.57054853439331,1905.1131563657038,650.6069655968828
9.603098392486572,1905.1131563657038,650.6069655968828
9.65309739112854,1905.1131563657038,650.6069655968828
9.701743364334106,1905.1131563657038,650.6069655968828
9.747381687164307,1905.1131563657038,650.6069655968828
9.794026374816895,1905.1131563657038,650.6069655968828
9.841676950454712,1905.1131563657038,650.6069655968828
9.89033031463623,1905.1131563657038,650.6069655968828
9.93533205986023,1905.1131563657038,650.6069655968828
9.979949474334717,1905.1131563657038,650.6069655968828
10.034949779510498,1905.1131563657038,650.6069655968828
10.082597494125366,1905.1131563657038,650.6069655968828
10.144146919250488,1656.2121823456314,654.9271491261635
10.213785648345947,1507.1132654093897,632.4044748987965
10.271446228027344,1380.988779362959,590.7951312116622
10.318077087402344,1227.8077017189498,461.9426884328074
10.360678434371948,1126.6651103633346,370.8794620764316
10.405198097229004,1051.2898289842392,286.80904358926705
10.451201677322388,998.2140800075447,218.2810013689238
10.51272988319397,954.6426127299351,168.2537212566152
10.560746669769287,905.9295346194635,123.23302646281513
10.607704639434814,864.9988685358817,89.04870168171303
10.651844501495361,838.4671669794052,55.453836219630816
10.711387634277344,802.6418670664686,0
10.774441003799438,774.5113541082587,0
10.83716368675232,756.2241082838298,0
10.900285243988037,741.7501652031013,0
10.950122117996216,731.5852841719445,0
11.008571863174438,725.6605670043082,0
11.056217908859253,719.0249717707093,0
11.101831197738647,714.7733136771824,0
11.162845849990845,711.6871765728592,0
11.211463212966919,714.3075962717922,0
11.259085178375244,718.2602794113981,0
11.318907976150513,728.2205723393695,0
11.382121324539185,753.826471824444,0
11.428220748901367,769.2987325426651,0
11.476558446884155,779.2479365250434,0
11.524195194244385,782.7791127000122,0
11.573392868041992,782.7791127000122,0
11.615512132644653,782.7791127000122,0
11.6631178855896,768.527011739613,68.86025127824844
11.708862543106079,765.1205831937735,166.81905792937414
11.756766080856323,740.4427179675367,278.38834140984466
11.818912744522095,723.1343295417571,350.6991307020695
11.865053176879883,712.1753536208732,398.140287882061
11.914920806884766,704.0187565133172,430.56418100236453
11.96285605430603,698.7572461125903,473.4158390677301
12.014708995819092,685.9105823289783,511.9316593984651
12.102320671081543,676.6911250627676,544.7204161363442
12.147093534469604,655.8680310960856,583.3749142118467
12.195480346679688,631.5593978548462,616.9668434464252
12.244402885437012,606.8472014463695,638.7849220363358
12.289494752883911,585.8381142032134,652.8763537256103
12.338409423828125,569.6253339087266,663.881497565368
12.384642839431763,551.3008239571888,673.5987300734898
12.427733182907104,535.502860613234,682.5050855523823
12.492383241653442,519.8406811558799,695.863159817773
12.539465427398682,499.95138326368146,704.579453250753
12.600111484527588,465.9144050503334,711.7802837667194
12.64718508720398,442.93101984147825,725.5630405242273
12.69380521774292,410.6540823729208,736.1308970159616
12.756787776947021,379.01004510986786,744.3315043485684
12.805074214935303,320.1326419234491,760.3417470536859
12.852404356002808,271.50525860228436,774.1982818506332
12.91450023651123,231.15035700775496,785.3192467455981
12.960815906524658,193.18778343730432,795.4131520746954
13.023993492126465,164.53183092988266,804.9584677766234
13.070653915405273,138.15022204013906,818.4501929698605
13.118757247924805,97.88600832455991,848.489576178122
13.181062459945679,56.991274860214176,882.9084294988245
13.233243703842163,28.19844083088135,908.803601352458
13.272277355194092,0,939.6599857988373
13.320802927017212,0,967.7105382177269
13.371933937072754,0,1015.7614893690385
13.418549537658691,0,1065.086075630355
